id,sender,subject,snippet,category,disposition
199901468709e54f,A message from EL AL <service@elal.elalinfo.co.il>,עדכון לגבי שינוי בטיסתך | Flight change update,͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌,travel,keep
1998f3cd018e7f4c,EL AL Surveys <elal_surveys@topsaas.net>,תזכורת,"שלום MARINA LEVI , שמנו לב שעדיין לא ענית על הסקר שלנו :) אל תפספס/י את ההזדמנות להשמיע את קולך 📢 תודה ! אל על להסרתך מרשימת התפוצה של סקר זה, נא לחץ כאן איך את/ה מסכם/ת באופן כללי את חווית הטיסה עם א",newsletters,remove
199867016d7fe87d,<MobileCheckin@elal.co.il>,Boarding Pass,It&#39;s more than an airline. It&#39;s Israel. ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌,travel,keep
199823f6fdfed472,"""חברת חשמל לישראל"" <noreplys@iec.co.il>",לוי אבי  מספר חשבון חוזה 340029790  לתקופה - 21/09/2025 - 18/07/2025,"לקוח/ה נכבד/ה, מצורפת חשבונית החשמל שנערכה בתאריך 22/09/2025 לחשבון חוזה מספר 340029790. החשבונית חתומה דיגיטלית ומאושרת לצרכי מס. לצפייה בחשבונית נא לפתוח את קובץ ה-pdf המצורף. לפרטים על חשבונות",finance,keep
19981fae9b780c5d,The Postman Team <product@postman.com>,Postman Product Updates: September 2025,"Redesigned variables, AI requests in collections, and workflow improvements‌ ‌ ‌ Hey there, This month, we&#39;re focusing on reducing confusion and improving security across your API development",newsletters,remove
1998133c8b7c250d,KSGadgets <info@kstgadgets.com>,Pixy Tag — The Smallest Apple Watch Powerbank with FindMy,The world&#39;s smallest Apple Watch powerbank with FindMy built in — so you&#39;ll neve Pixy Tag — The Smallest Apple Watch Powerbank with FindMy The world&#39;s smallest Apple Watch powerbank with,newsletters,remove
19979510d2b2fc8e,"""Booking.com"" <noreply-payments@booking.com>",Payment successful,‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ,receipts,keep
19971b1194e3bf97,Base44 <team@base44.com>,A new era of apps at Base44,"Smarter apps, free credits, and new perks ✨ Banner Hey Avi, While you&#39;ve been shipping apps, we&#39;ve been shipping new features. Here&#39;s what&#39;s fresh this September 👇 Our biggest drops:",newsletters,remove
1996fcc0edcf48eb,"""'Radical Support'"" <support@radicalstorage.com>",Are you ready to drop off your luggage?,"are you ready to drop off your luggage? Hello, traveler! Are you ready to enjoy your fantastic day? Show this QR code at check-in and explore the city blissfully! Show this QR code at the check-in des",travel,keep
1996afb0bb5c58ca,"""צוות אתר מידרג"" <csm@midrag.co.il>",חוות דעת שנתת על דנקו פתרונות מיזוג אוויר (טכנאי מזגנים) מתאריך 22/07/2025,"אבי בוקר טוב, לפני כחודשיים נתת חוות דעת על דנקו פתרונות מיזוג אוויר ( דניאל משה סאסי) כך חוות הדעת שלך מופיעה היום באתר: תיאור השירות: מילוי גז. חוות דעת: היה על הכיפאק! דירוגים: איכות - 10 | מחיר -",misc,keep
1996726aeead1b9e,SaNa from Radical Storage <sana.khemaies@radical-storage-6ac29b0b52aa.intercom-mail.com>,Re: Cortina d'Ampezzo,"yes confirmed SaNa Radical Storage On Sat, Sep 20, 2025 at 13:42 PM, Avi Levi &lt;avi.levi99@gmail.com&gt; wrote: Hi, In the link that you shared it looks like it is open 3pm-7pm on Thursday. My",personal,keep
199619a0ed0cdd86,"""Best Western Hotel Turismo via Booking.com"" <5859677741-xsbv.a2rg.ubcg.mret@property.booking.com>",You are almost there: make your stay perfect in San Martino Buon Albergo,"##- Please type your reply above this line -## The accommodation provider takes full responsibility for the content of this message, sent via Booking.com If you can&#39;t view this email correctly,",travel,keep
199614867c3b212e,EL AL Israel Airlines <elal@e.elal-check-in.com>,זה הזמן לבצע צ'ק אין לטיסתך הקרובה למילאנו / It's time to check-in for your flight to Milan,͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌,travel,keep
1996107e7e6a5b35,EL AL Israel Airlines <marketing@ma.elal-mail.com>,חווית בידור ללא עלות בטיסתך  //  Complementary entertainment experience on your flight,͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌,newsletters,remove
1994c9dca9466790,Preply <noreply@tips.preply.com>,Want free language lessons + $150 credits? 👀,Refer your company and earn credits! ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏,newsletters,remove
1993e68e5f226639,Airalo <hello@emails.airalo.com>,You’ve got great taste,Don&#39;t leave this sitting in your cart Your Next eSIM is Just a Click Away last visited final2 Has anyone ever told you you&#39;ve got great taste in eSIMs? Don&#39;t leave this one sitting in your,newsletters,remove
1992f0d2e739fbcb,"""ביטוח ישיר"" <marketing@yashir.5555555.co.il>","אבי, קיבלת מתנה! (פרסומת)","תכננת לטוס בקרוב? יש לנו חדשות טובות&gt; אם אינך רואה מייל זה באופן תקין יש ללחוץ כאן לוגו ביטוח ישיר היי אבי, מגיעה לך מתנה! ביטוח הרכב שלך נותן לך יותר, עכשיו נשאר רק לממש את ההטבה ואפשר לטוס בראש",newsletters,remove
199251d8b4da517b,avil@pm.me,Fw: ‏קבלה על רכישתך מ-Nova-Fertility (מספר 3455),"------- Forwarded Message ------- From: מרינה לוי &lt;marina@nova-fertility.com&gt; Date: On Sunday, September 7th, 2025 at 19:57 Subject: ‏קבלה על רכישתך מ-Nova-Fertility (מספר 3455) To: avil@pm.me",receipts,keep
19918c78b352bb1a,Nova Fertility <outgoing@out.cardcom.co.il>,אישור הזמנה מספר 493 מNova Fertility - עבור אבי לוי,"אבי לוי שלום. מצורפת בזו אישור הזמנה מספר 493. בברכה, Nova Fertility רמת גן זאב ז&#39;בוטינסקי 43, רמת-גן 0584301077",receipts,keep
19909394c97af41a,Avi Levi <avil@protonmail.com>,Fw: RE: RE: מס תביעה-2515208584,"-------- Original Message -------- On 8/24/25 16:34, הודיה שוב wrote: &gt; [איתור שמאים | הפניקס](https://www.fnx.co.il/ituran/appraiser/) &gt; &gt; הי &gt; &gt; בהמשך לשחתנו הטלפונית &gt; &gt; המספר",personal,keep
1990682647bce136,Anthropic Team <notice@email.anthropic.com>,We’re Updating our Consumer Terms and Privacy Policy,"Claude Hello, We&#39;re writing to inform you about important updates to our Consumer Terms and Privacy Policy. These changes will take effect on September 28, 2025, or you can choose to accept the",notifications,remove
198dfb204c5b7619,Creta Maris <noreply@cretamaris.gr>,We value your thoughts!,"Dear Gaya Levi, We hope your recent stay at Creta Maris Resort brought you heartfelt joy, deep relaxation, and beautiful memories of togetherness to treasure. As we are constantly trying to enhance ou",misc,keep
198dc371868ada6d,Mailog <do_not_replay@bar-ltd.co.il>,משלוח מספר DSLAF1020430401YQ,"שלום avi levi, תודה שאספת את המשלוח שקיבלת מחו&quot;ל שמספרו : DSLAF1020430401YQ - מנקודת מסירה: יואב פתרונות [dmi-dyo]. נתראה במשלוח הבא. מיילוג. ************** אין להשיב למייל זה **************",receipts,keep
198a48f5ed2980cb,NoReply <noreply@mcdonalds.co.il>,מקדונלד'ס ישראל - הזמנה 21497920,"לא רואה הכל? יש ללחוץ כאן אישור הזמנה :) קוד הזמנה: 21497920 קניון הבאר, ראשל&quot;צ (כשר) 13/08/2025 20:51 היי Avi, קיבלנו את ההזמנה, תודה! ההזמנה שלך הועברה למסעדה. אנחנו ממתינים לאישור שלך להתחיל",receipts,keep
1989e960835a0295,ProWritingAid <noreply@hello.prowritingaid.com>,Your writing breakthrough starts here,"New workshops, group writing sessions, and more View in browser ProWritingAid Explore new features Your creative struggle ends here Introducing guided support and new ways to connect Writing is more",newsletters,remove
1988e1fa1fb69d57,info@max-finance.co.il,איזה כיף! ראינו שנרשמת לאפליקציה שלנו,"היי מרינה לוי, ב 09/08/2025 12:18 נרשמת לאפליקציה שלנו. אם לא ביצעת רישום לאפליקציה, חשוב ליצור אתנו קשר 24/7 בטלפון 03-6178800 לתשומת ליבך: אין להשיב למייל זה | התנאים המלאים והמחייבים למתן השירות",notifications,remove
198858f21d87f32c,EL AL Digital <elal@ma.elal-digital.com>,עדכון לגבי הודעת פישינג / Update on recent phishing attempt,͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌,personal,keep
1983c45d1d3330f6,TAU Eng Alumni <tauengalumni@tauex.tau.ac.il>,"RE: משוב מסכם עבור תכנית המנטורינג- לסמסטר ב' תשפ""ה:","שלום לכולם, תזכורת בבקשה לענות לנו על המשוב בבקשה בלינק הזה תודה מראש, רותם רז מנהלת פעילות ארגון בוגרי.ות הנדסה | אוניברסיטת תל-אביב tauengalumni@tauex.tau.ac.il משרד 03-6409447 | פקס 03-6406751 |",personal,keep
19838033ef37bfae,"""ישראל וילוזני"" <israel-v@ohel-shem.com>",Re: שיבוץ של גל לוי,"ערב טוב אבי ומרינה, בהמשך למכתבי אליכם, אני משוכנע שגל ירוויח מהשיבוץ. יש לשים לב, שבהתאם לשיפור שיראה, תתבצע חשיבה מחודשת. בתחילת השנה יערך מבחן שדרוג (יש להרשם אליו בקישור בעבודת הקיץ). מבטיח שנבדוק",misc,keep
1982f545281f5a38,Nintendo <nintendo-noreply@nintendo.net>,Action requested: Nintendo Account privacy setting updates,Learn more. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ,misc,keep
1982d0a31fcc769b,Partner@partner.co.il,מכתב מפרטנר,"לקוח יקר, למייל זה מצורפת הודעת שירות מ פרטנר נשמח לעמוד לשירותך בכל עת. פרטנר",misc,keep
198264532876b0a3,"""הפניקס לשירותך"" <No-reply@phoenix.co.il>",תזכורת אחרונה - בתאריך  ביטוח הרכב שלך מסתיים,"שלום אבי, ביטוח הרכב שלך מסתיים בתאריך ולא יחודש ללא אישורך. להזכירך, ללא חידוש הביטוח תישאר/י ללא כיסוי ביטוחי! למחדשים באתר תינתן הנחה מיוחדת לחידוש אונליין לחצו כאן ביטוח חכם, בלי לשלם סתם.",finance,keep
1980d5dcb22959a3,<info@sennes.com>,R: ***SPAM*** Request Homepage Sennes,"Hello, I thank for the prepayment and confirm the reservation. Cecilia Rifugio Sennes Hütte Fam. Palfrader Erich Str. Plan de Corones 43 I-39030 San Vigilio di Marebbe / St. Vigil in Enneberg Tel. +39",receipts,keep
197ffed9a6aab7a7,noreply@bookingsuedtirol.com,"Booking confirmation Schutzhütte Fanes, San-Vigilio-Marebbe / St.-Vigil-Enneberg, booking number: 33956971","Booking confirmation Schutzhütte Fanes Booking number: 33956971 Dear Mr Levi, Thank you for your reservation. Important: The stated credit card account will be charged to the amount of 212,00 Euro. We",receipts,keep
197ffed5ceaf0159,vpos@sia.eu,www.rifugiofanes.com: VPos order acceptance confirmation,"We inform you that the payment of the sum of EUR 212,00 to the specified merchant has been authorized. Authorization N.: 033163 Order N.: 25071220350233956971 Shop: www.rifugiofanes.com Card:",receipts,keep
197ff61337de4082,"""יומי סושי ליין רמת גן"" <NoReply@plweb.online>",פירוט הזמנה יומי סושי ליין רמת גן,"היי אבי, הזמנתך מ יומי סושי ליין רמת גן עברה בהצלחה! מספר הזמנה 567 אמצעי תשלום חיוב מאובטח ₪470 כתובת למשלוח אנה פרנק 8, רמת גן זמן הגעה משוער 50-60 דקות הערות לשליח קוד לבניין: #0838מעלית מספר 3 ליד",receipts,keep
197fcc118521ed98,DataCamp <team@datacamp.com>,Challenge: Complete 1 chapter today,Those who complete just one chapter over the next 48 hours are five times more likely to finish the course. ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ,notifications,remove
197fa0ccab170159,Manychat <info@email.manychat.com>,Not Fun for the Whole Family,"This week: audience capture, freak in the (spread)sheets, family vlogging ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ͏ ‌ ﻿ ",newsletters,remove
197f4b7b502de9c0,no-reply@aegeanair.com,AEGEAN | Information about your Refund request,Aegean Miles and Bonus logo AEGEAN | Information about your Refund request We would like to inform you that your Refund request with registration number 0002250520 for passenger LEVI GAYA with booking,finance,keep
197efaef856e29fd,Lifesum <lifesum@communication.lifesum.com>,3 easy ways to get back on your healthy A-game! 💪,"Take a look at how to eat healthier and make a plan to stay on track with Lifesum. You&#39;ve got this. Good to see you again! Every health journey has its ups and downs, so we wanted to help you get",travel,keep
197ef0199354fd54,Elal-Invoice@elalinfo.co.il,Payment receipt and useful information,͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌ ͏‌,receipts,keep
197ee3d630d3a38c,Anthropic Team <team@email2.anthropic.com>,Get more from Claude with these power moves (5/5),"Easy techniques that can transform your experience from good to great. Getting better results with Claude Image showing a carousel of various tips to use with Claude like guided thinking, breaking dow",newsletters,remove
197eb0f44e6a4656,ELAL Israel Airlines LTD <noreply@elal-ticketing.com>,LEVI/MARINA: Your EL AL Booking Confirmation,"LEVI/MARINA: YOUR EL AL BOOKING CONFIRMATION Passenger : Levi Marina Mrs (ADT) LY Booking code : YKR8R2 Ticket number : 1142491709966 Issuing office: INTERNET BOOKING, ELAL ISRAEL AIRLINES, HEAD OFFIC",travel,keep
197dff6dc1b13d79,yad2 <no-reply@mail.yad2.co.il>,"Avi,  כדאי להעיף מבט על הדירות האלה לפני שהן עפות (פרסומת) ",למצוא דירה לא חייב להיות סרט הוליוודי יש דירות שיעלמו לפני שתספיק לשאול דירות מבוקשות בתל אביב יפו מתיווך שתואמות את המאפיינים שחיפשת: תל אביב יפו 4 חדרים 8600000 ₪ Product Image Product Image תל אביב,newsletters,remove
197dd8deefd299f1,WALDHOFF Timepieces <info@manufaktur-waldhoff.de>,Ending soon: The Seawolf II on Kickstarter,Discover our all new styles ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ,newsletters,remove
197d67f180511079,Microsoft365 <Microsoft365@infomail.microsoft.com>,Welcome to Microsoft 365 Basic,Get started with your subscription ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏,newsletters,remove
197a1219463d056a,Blue Bird Airways <system+305@aerocrs.com>,E-Ticket Blue Bird Airways  PNR Ref: 3054DAF7,E-Ticket Blue Bird Airways Pnr Ref. 3054DAF7 Ticket Number: 40424553283 Booking details: GoogleFLTS Avi Levi Flights: # Date Flight From STD To STA Class Fare Taxes Fare Breakdown: TAX Breakdown:,travel,keep
1979c4bd5539c32f,Apple <appleid@id.apple.com>,Сброс пароля или разблокировка Аккаунта Apple,"￼ Сброс пароля или разблокировка Аккаунта Apple Здравствуйте, Avi Levi! Вы недавно запросили сброс пароля или разблокировку Аккаунта Apple. Чтобы продолжить, перейдите по ссылке ниже. Сбросить пароль",notifications,remove
197923e35ff6e72d,noreply@embyiltv.io,תקופת הניסיון שלך מסתיימת בקרוב - נשמח לראות אותך ממשיך איתנו!,"לקוח יקר, אנו מקווים שנהנית מתקופת הניסיון שלך איתנו! המנוי הזמני של המשתמש שלך יסתיים ב-25 ביוני 2025 בשעה 23:59. נשמח לראות אותך ממשיך איתנו במסע הזה. כדי להמשיך להנות ולצפות בכל התכנים הכי חמים",notifications,remove
197847b18821c651,Manychat <info@manychat.com>,Instagram Summit 2025: TICKETS NOW OPEN,Manychat The World&#39;s Biggest IG Event is Back! Tickets are officially LIVE for Instagram Summit by Manychat 2025! 25+ masterclasses by IG&#39;s top voices 2 days of content you won&#39;t find,newsletters,remove
19778df530bfac79,OpenAI <noreply@tm.openai.com>,ChatGPT - Your plan will not renew,"Your ChatGPT Plus subscription will not renew and will be canceled, but is still available until the end of your billing period on Sunday, July 06. If you change your mind, you can renew your",notifications,remove
19778d522d4e4041,Michael Truell <michaelt@cursor.so>,Welcome to Pro,"Hi Avi, Your Cursor Pro plan is now active. The Pro plan gives you access to: - Unlimited Cursor Tab completions - 500 Premium model (like Claude 3.7 Sonnet, Gemini 2.5 Pro, GPT-4.1) requests per mont",notifications,remove
1976a0b31048afd0,Renaissance Tel Aviv Hotel <marriott@express.medallia.com>,"Reminder: Avi, tell us about your stay at Renaissance Tel Aviv Hotel",Thank you so much for your recent stay. ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ Dear Avi Levi: We recently invited you to participate in our guest survey regarding your recent stay. If you have not had a,misc,keep
19762c2e605fb64f,Convergence <info@convergence.ai>,Important Update: Convergence.ai Acquisition and Service Sunset,We&#39;re reaching out to share two important updates about Convergence.ai. ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ͏ ‌ ,notifications,remove
197543a54490efbe,Tripadvisor <info@mp1.tripadvisor.com>,We’ve got new terms to review,Good news incoming‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ,notifications,remove
1974a85b64695588,NoReply <noreply@mishloha.co.il>,חשבונית מס קבלה OV255623837 הזמנת כיבוד/אוכל אונליין,"חשבונית מס קבלה מאת: דיב אנד פרוג&#39;קטס בע&quot;מ שלום לוי אבי, מצורף קישור להורדת המסמך. לכל בעיה יש לפנות למסעדה - הזמנה און ליין בלבד. המסמך חתום דיגיטלית ומאושר לצרכי מס בהתאם להוראות החוק. לחיצ",receipts,keep
1970d02397c872ad,"""许斯琪"" <lydia_xv@zeitgeistwatch.com>",回复：Zeitgeist watch shipping address - Avi Levi,"Dear Avi, The leather strap is still being manufactured and will be dispatched separately. Thank you for your patience. ----------Reply to Message---------- On Sun, May 25, 2025 23:52 PM Avi Levi&lt;",personal,keep
196fbe7a01ac6e10,Marriott Bonvoy <marriottbonvoy@email-marriott.com>,Your password has been changed.,"If you did not make this change, please contact Member Support. Marriott Bonvoy » my account Marriott Bonvoy My Account UPDATE MADE We noticed that the password associated with your Marriott Bonvoy™",notifications,remove
196fbe6f35655399,online.account@marriott.com,Your Password Request Has Been Received,Your Marriott Bonvoy(TM) password request has been received. Please reset your password immediately using this secure link: https://www.marriott.com/loyalty/myAccount/newPasswordForm.mi?resetToken=,notifications,remove
196d4e47fe016a99,YAD2 <no-reply@yad2.co.il>,⏳ המודעה שלך עומדת להסתיים (אבל אפשר להשאיר אותה באוויר),"היי Avi, המודעה שהעלת עומדת לרדת מהאתר ב22/05/2025. מבחינתנו זה עדיין לא הזמן להיפרד ואנחנו כאן כדי להפוך את המודעה שלך לסיפור הצלחה: 📌 כדי להשאיר את המודעה באתר נכנסים לאיזור האישי ולוחצים על הקפצה",newsletters,remove
196d306010c1d69b,yad2 <no-reply@info.yad2.co.il>, איך בונים התחלה חכמה עם תקציב מוגבל?,"הגיע הזמן לדבר על הבחירות החשובות בחיים: דירה ראשונה, רכב ראשון ורהיטים במחירים שלא קורעים את הכיס. בניוזלטר של מאי מחכים לכם כל הטיפים השווים + הצצה להזדמנויות השקעה משתלמות ליד האוניברסיטאות הגדולות",newsletters,remove
